"","ID","time","lon","lat","tagtype","schedule","sex","age","altitude","migstage","t","date","m.state","m.year"
"1","MD-2019-04",2019-02-11 22:00:00,-75.9256439,38.4227448,"4g","Hybrid","m","ad",NA,"Primary step state: Stationary","22:00","2019-02-11","MD","2019"
"2","MD-2019-04",2019-02-13 15:00:00,-75.9214172,38.4241791,"4g","Hybrid","m","ad",NA,"Primary step state: Stationary","15:00","2019-02-13","MD","2019"
"3","MD-2019-04",2019-02-15 09:00:00,-75.9223404,38.4220047,"4g","Hybrid","m","ad",NA,"Primary step state: Stationary","09:00","2019-02-15","MD","2019"
"4","MD-2019-04",2019-02-16 15:00:00,-75.9211121,38.4240265,"4g","Hybrid","m","ad",NA,"Primary step state: Stationary","15:00","2019-02-16","MD","2019"
"5","MD-2019-04",2019-02-17 09:00:00,-75.9211121,38.4242058,"4g","Hybrid","m","ad",NA,"Primary step state: Stationary","09:00","2019-02-17","MD","2019"
"6","MD-2019-04",2019-02-18 15:00:00,-75.9209366,38.4235153,"4g","Hybrid","m","ad",NA,"Primary step state: Stationary","15:00","2019-02-18","MD","2019"
"7","MD-2019-04",2019-02-19 09:00:00,-75.9087524,38.4223862,"4g","Hybrid","m","ad",NA,"Primary step state: Stationary","09:00","2019-02-19","MD","2019"
"8","MD-2019-04",2019-02-20 15:00:00,-75.9210358,38.4240494,"4g","Hybrid","m","ad",NA,"Primary step state: Stationary","15:00","2019-02-20","MD","2019"
"9","MD-2019-04",2019-02-21 09:00:00,-75.9084702,38.4224396,"4g","Hybrid","m","ad",NA,"Primary step state: Stationary","09:00","2019-02-21","MD","2019"
"10","MD-2019-04",2019-02-22 15:00:00,-75.9209824,38.4231033,"4g","Hybrid","m","ad",NA,"Primary step state: Stationary","15:00","2019-02-22","MD","2019"
"11","MD-2019-04",2019-02-23 09:00:00,-75.9209061,38.4234619,"4g","Hybrid","m","ad",NA,"Primary step state: Stationary","09:00","2019-02-23","MD","2019"
"12","MD-2019-04",2019-02-24 15:00:00,-75.9209061,38.4233093,"4g","Hybrid","m","ad",NA,"Primary step state: Stationary","15:00","2019-02-24","MD","2019"
"13","MD-2019-04",2019-02-25 09:00:00,-75.9208832,38.4231567,"4g","Hybrid","m","ad",NA,"Primary step state: Stationary","09:00","2019-02-25","MD","2019"
"14","MD-2019-04",2019-02-26 15:00:00,-75.9212952,38.4246674,"4g","Hybrid","m","ad",NA,"Primary step state: Stationary","15:00","2019-02-26","MD","2019"
"15","MD-2019-04",2019-02-27 09:00:00,-75.9212418,38.4246407,"4g","Hybrid","m","ad",NA,"Primary step state: Migratory (spring)","09:00","2019-02-27","MD","2019"
"16","MD-2019-04",2019-03-01 09:00:00,-75.5921783,38.8913269,"4g","Hybrid","m","ad",NA,"Primary step state: Migratory (spring)","09:00","2019-03-01","MD","2019"
"17","MD-2019-04",2019-03-02 15:00:00,-75.5921249,38.8922234,"4g","Hybrid","m","ad",NA,"Primary step state: Migratory (spring)","15:00","2019-03-02","MD","2019"
"18","MD-2019-05",2019-02-11 22:00:00,-75.9250031,38.4236946,"4g","Hybrid","m","ad",NA,"Primary step state: Stationary","22:00","2019-02-11","MD","2019"
"19","MD-2019-05",2019-02-13 15:00:00,-75.9242401,38.4252815,"4g","Hybrid","m","ad",NA,"Primary step state: Stationary","15:00","2019-02-13","MD","2019"
"20","MD-2019-05",2019-02-15 09:00:00,-75.924263,38.4252815,"4g","Hybrid","m","ad",NA,"Primary step state: Stationary","09:00","2019-02-15","MD","2019"
"21","MD-2019-05",2019-02-17 15:00:00,-75.9244385,38.4253578,"4g","Hybrid","m","ad",NA,"Primary step state: Stationary","15:00","2019-02-17","MD","2019"
"22","MD-2019-05",2019-02-19 09:00:00,-75.9244385,38.4251785,"4g","Hybrid","m","ad",NA,"Primary step state: Stationary","09:00","2019-02-19","MD","2019"
"23","MD-2019-05",2019-02-21 15:00:00,-75.9243622,38.4251251,"4g","Hybrid","m","ad",NA,"Primary step state: Stationary","15:00","2019-02-21","MD","2019"
"24","MD-2019-05",2019-02-23 09:00:00,-75.9244385,38.4252281,"4g","Hybrid","m","ad",NA,"Primary step state: Stationary","09:00","2019-02-23","MD","2019"
"25","MD-2019-05",2019-02-25 15:00:00,-75.9243622,38.4251251,"4g","Hybrid","m","ad",NA,"Primary step state: Stationary","15:00","2019-02-25","MD","2019"
"26","MD-2019-05",2019-02-27 09:00:00,-75.9243927,38.4252815,"4g","Hybrid","m","ad",NA,"Primary step state: Stationary","09:00","2019-02-27","MD","2019"
"27","MD-2019-05",2019-03-01 15:00:00,-75.924469,38.4254608,"4g","Hybrid","m","ad",NA,"Primary step state: Stationary","15:00","2019-03-01","MD","2019"
"28","MD-2019-05",2019-03-03 09:00:00,-75.9243393,38.4253044,"4g","Hybrid","m","ad",NA,"Primary step state: Stationary","09:00","2019-03-03","MD","2019"
"29","MD-2019-05",2019-03-05 15:00:00,-75.9245453,38.4251022,"4g","Hybrid","m","ad",NA,"Primary step state: Stationary","15:00","2019-03-05","MD","2019"
"30","MD-2019-05",2019-03-07 09:00:00,-75.9245148,38.4251785,"4g","Hybrid","m","ad",NA,"Primary step state: Stationary","09:00","2019-03-07","MD","2019"
"31","MD-2019-05",2019-03-09 08:00:00,-75.9244919,38.4251518,"4g","Hybrid","m","ad",NA,"Primary step state: Stationary","08:00","2019-03-09","MD","2019"
"32","MD-2019-05",2019-03-11 14:00:00,-75.9244385,38.4252014,"4g","Hybrid","m","ad",NA,"Primary step state: Migratory (spring)","15:00","2019-03-11","MD","2019"
"33","MD-2019-05",2019-03-13 08:00:00,-74.5679779,40.0958862,"4g","Hybrid","m","ad",NA,"Primary step state: Migratory (spring)","09:00","2019-03-13","MD","2019"
"34","MD-2019-05",2019-03-15 08:00:00,-73.8547058,42.4790916,"4g","Hybrid","m","ad",NA,"Primary step state: Stationary","09:00","2019-03-15","MD","2019"
"35","MD-2019-05",2019-03-16 14:00:00,-73.8546295,42.4784775,"4g","Hybrid","m","ad",NA,"Primary step state: Stationary","15:00","2019-03-16","MD","2019"
"36","MD-2019-05",2019-03-17 08:00:00,-73.855423,42.4798584,"4g","Hybrid","m","ad",NA,"Primary step state: Stationary","09:00","2019-03-17","MD","2019"
"37","MD-2019-05",2019-03-18 14:00:00,-73.8543243,42.4791946,"4g","Hybrid","m","ad",NA,"Primary step state: Stationary","15:00","2019-03-18","MD","2019"
"38","MD-2019-05",2019-03-19 08:00:00,-73.855011,42.4793739,"4g","Hybrid","m","ad",NA,"Primary step state: Stationary","09:00","2019-03-19","MD","2019"
"39","MD-2019-05",2019-03-20 14:00:00,-73.8546066,42.4789391,"4g","Hybrid","m","ad",NA,"Primary step state: Stationary","15:00","2019-03-20","MD","2019"
"40","MD-2019-05",2019-03-21 08:00:00,-73.8545761,42.4788361,"4g","Hybrid","m","ad",NA,"Primary step state: Stationary","09:00","2019-03-21","MD","2019"
"41","MD-2019-05",2019-03-22 14:00:00,-73.8546066,42.4789391,"4g","Hybrid","m","ad",NA,"Primary step state: Stationary","15:00","2019-03-22","MD","2019"
"42","MD-2019-05",2019-03-23 08:00:00,-73.8547058,42.4789619,"4g","Hybrid","m","ad",NA,"Primary step state: Stationary","09:00","2019-03-23","MD","2019"
"43","MD-2019-05",2019-03-24 14:00:00,-73.8547058,42.4790382,"4g","Hybrid","m","ad",NA,"Primary step state: Stationary","15:00","2019-03-24","MD","2019"
"44","MD-2019-05",2019-03-25 08:00:00,-73.8546524,42.4788589,"4g","Hybrid","m","ad",NA,"Primary step state: Stationary","09:00","2019-03-25","MD","2019"
"45","MD-2019-05",2019-03-26 14:00:00,-73.8546066,42.4789391,"4g","Hybrid","m","ad",NA,"Primary step state: Stationary","15:00","2019-03-26","MD","2019"
"46","MD-2019-05",2019-03-27 08:00:00,-73.8548889,42.4791946,"4g","Hybrid","m","ad",NA,"Primary step state: Stationary","09:00","2019-03-27","MD","2019"
"47","MD-2019-05",2019-03-28 14:00:00,-73.8546295,42.4789391,"4g","Hybrid","m","ad",NA,"Primary step state: Stationary","15:00","2019-03-28","MD","2019"
"48","MD-2019-05",2019-04-01 14:00:00,-73.8546066,42.4789886,"4g","Hybrid","m","ad",NA,"Primary step state: Stationary","15:00","2019-04-01","MD","2019"
"49","MD-2019-05",2019-04-02 08:00:00,-73.8545761,42.4789886,"4g","Hybrid","m","ad",NA,"Primary step state: Stationary","09:00","2019-04-02","MD","2019"
"50","MD-2019-05",2019-04-03 14:00:00,-73.8546295,42.4790382,"4g","Hybrid","m","ad",NA,"Primary step state: Stationary","15:00","2019-04-03","MD","2019"
"51","MD-2019-05",2019-04-04 08:00:00,-73.8546524,42.4789124,"4g","Hybrid","m","ad",NA,"Primary step state: Stationary","09:00","2019-04-04","MD","2019"
"52","MD-2019-05",2019-04-05 14:00:00,-73.8546295,42.4789619,"4g","Hybrid","m","ad",NA,"Primary step state: Stationary","15:00","2019-04-05","MD","2019"
"53","MD-2019-05",2019-04-06 08:00:00,-73.8546295,42.4790154,"4g","Hybrid","m","ad",NA,"Primary step state: Stationary","09:00","2019-04-06","MD","2019"
"54","MD-2019-05",2019-04-07 14:00:00,-73.8546524,42.4788857,"4g","Hybrid","m","ad",NA,"Primary step state: Stationary","15:00","2019-04-07","MD","2019"
"55","MD-2019-05",2019-04-08 08:00:00,-73.8546066,42.4789619,"4g","Hybrid","m","ad",NA,"Primary step state: Stationary","09:00","2019-04-08","MD","2019"
"56","MD-2019-05",2019-04-09 14:00:00,-73.8546524,42.4789886,"4g","Hybrid","m","ad",NA,"Primary step state: Stationary","15:00","2019-04-09","MD","2019"
"57","MD-2019-05",2019-04-10 08:00:00,-73.8546524,42.4789391,"4g","Hybrid","m","ad",NA,"Primary step state: Stationary","09:00","2019-04-10","MD","2019"
"58","MD-2019-05",2019-04-11 14:00:00,-73.8546524,42.4790382,"4g","Hybrid","m","ad",NA,"Primary step state: Stationary","15:00","2019-04-11","MD","2019"
"59","MD-2019-05",2019-04-13 14:00:00,-73.8544769,42.4789124,"4g","Hybrid","m","ad",NA,"Primary step state: Stationary","15:00","2019-04-13","MD","2019"
"60","MD-2019-05",2019-04-14 08:00:00,-73.8546066,42.4789886,"4g","Hybrid","m","ad",NA,"Primary step state: Stationary","09:00","2019-04-14","MD","2019"
"61","MD-2019-05",2019-04-16 14:00:00,-73.8546524,42.4789124,"4g","Hybrid","m","ad",NA,"Primary step state: Stationary","15:00","2019-04-16","MD","2019"
"62","MD-2019-05",2019-04-18 08:00:00,-73.8545761,42.4789391,"4g","Hybrid","m","ad",NA,"Primary step state: Stationary","09:00","2019-04-18","MD","2019"
"63","MD-2019-05",2019-04-20 14:00:00,-73.8547592,42.4789124,"4g","Hybrid","m","ad",NA,"Primary step state: Stationary","15:00","2019-04-20","MD","2019"
"64","MD-2019-05",2019-04-22 08:00:00,-73.8547058,42.4789124,"4g","Hybrid","m","ad",NA,"Primary step state: Stationary","09:00","2019-04-22","MD","2019"
"65","MD-2019-05",2019-04-24 14:00:00,-73.8546066,42.4789391,"4g","Hybrid","m","ad",NA,"Primary step state: Stationary","15:00","2019-04-24","MD","2019"
"66","MD-2019-05",2019-04-26 08:00:00,-73.8546066,42.4789124,"4g","Hybrid","m","ad",NA,"Primary step state: Stationary","09:00","2019-04-26","MD","2019"
"67","MD-2019-05",2019-04-28 14:00:00,-73.8545761,42.4789886,"4g","Hybrid","m","ad",NA,"Primary step state: Stationary","15:00","2019-04-28","MD","2019"
"68","MD-2019-05",2019-04-30 08:00:00,-73.8546295,42.4790916,"4g","Hybrid","m","ad",NA,"Primary step state: Stationary","09:00","2019-04-30","MD","2019"
"69","MD-2019-05",2019-05-02 14:00:00,-73.8546524,42.4789124,"4g","Hybrid","m","ad",NA,"Primary step state: Stationary","15:00","2019-05-02","MD","2019"
"70","MD-2019-05",2019-05-06 08:00:00,-73.8546524,42.4791183,"4g","Hybrid","m","ad",NA,"Primary step state: Stationary","09:00","2019-05-06","MD","2019"
"71","MD-2019-05",2019-05-10 21:00:00,-73.8461533,42.4827766,"4g","Hybrid","m","ad",NA,"Primary step state: Stationary","22:00","2019-05-10","MD","2019"
"72","MD-2019-05",2019-05-14 14:00:00,-73.8725281,42.4729462,"4g","Hybrid","m","ad",NA,"Primary step state: Stationary","15:00","2019-05-14","MD","2019"
"73","MD-2019-05",2019-05-18 08:00:00,-73.8697052,42.4604797,"4g","Hybrid","m","ad",NA,"Primary step state: Stationary","09:00","2019-05-18","MD","2019"
"74","MD-2019-05",2019-05-22 21:00:00,-73.857399,42.4655762,"4g","Hybrid","m","ad",NA,"Primary step state: Stationary","22:00","2019-05-22","MD","2019"
"75","MD-2019-05",2019-05-26 14:00:00,-73.8649445,42.4574089,"4g","Hybrid","m","ad",NA,"Primary step state: Stationary","15:00","2019-05-26","MD","2019"
"76","MD-2019-05",2019-06-03 21:00:00,-73.8654556,42.456974,"4g","Hybrid","m","ad",NA,"Primary step state: Stationary","22:00","2019-06-03","MD","2019"
"77","MD-2019-05",2019-06-07 14:00:00,-73.8648224,42.4574585,"4g","Hybrid","m","ad",NA,"Primary step state: Stationary","15:00","2019-06-07","MD","2019"
"78","MD-2019-05",2019-06-11 08:00:00,-73.865509,42.4570999,"4g","Hybrid","m","ad",NA,"Primary step state: Stationary","09:00","2019-06-11","MD","2019"
"79","MD-2019-08",2019-02-11 22:00:00,-75.9232864,38.4238739,"4g","Hybrid","m","ad",NA,"Primary step state: Stationary","22:00","2019-02-11","MD","2019"
"80","MD-2019-08",2019-02-13 15:00:00,-75.924057,38.4242058,"4g","Hybrid","m","ad",NA,"Primary step state: Stationary","15:00","2019-02-13","MD","2019"
"81","MD-2019-08",2019-02-15 09:00:00,-75.924675,38.4241524,"4g","Hybrid","m","ad",NA,"Primary step state: Stationary","09:00","2019-02-15","MD","2019"
"82","MD-2019-08",2019-02-16 15:00:00,-75.9246216,38.4239998,"4g","Hybrid","m","ad",NA,"Primary step state: Stationary","15:00","2019-02-16","MD","2019"
"83","MD-2019-08",2019-02-17 09:00:00,-75.924675,38.4241295,"4g","Hybrid","m","ad",NA,"Primary step state: Stationary","09:00","2019-02-17","MD","2019"
"84","MD-2019-08",2019-02-18 15:00:00,-75.9245682,38.4241295,"4g","Hybrid","m","ad",NA,"Primary step state: Stationary","15:00","2019-02-18","MD","2019"
"85","MD-2019-08",2019-02-19 09:00:00,-75.9242859,38.4242287,"4g","Hybrid","m","ad",NA,"Primary step state: Stationary","09:00","2019-02-19","MD","2019"
"86","MD-2019-08",2019-02-20 15:00:00,-75.9242096,38.4240761,"4g","Hybrid","m","ad",NA,"Primary step state: Stationary","15:00","2019-02-20","MD","2019"
"87","MD-2019-08",2019-02-21 09:00:00,-75.924263,38.4240761,"4g","Hybrid","m","ad",NA,"Primary step state: Stationary","09:00","2019-02-21","MD","2019"
"88","MD-2019-08",2019-02-22 15:00:00,-75.9241333,38.4240761,"4g","Hybrid","m","ad",NA,"Primary step state: Stationary","15:00","2019-02-22","MD","2019"
"89","MD-2019-08",2019-02-23 09:00:00,-75.9242859,38.4240494,"4g","Hybrid","m","ad",NA,"Primary step state: Stationary","09:00","2019-02-23","MD","2019"
"90","MD-2019-08",2019-02-24 15:00:00,-75.9244156,38.4239998,"4g","Hybrid","m","ad",NA,"Primary step state: Migratory (spring)","15:00","2019-02-24","MD","2019"
"91","MD-2019-08",2019-02-25 09:00:00,-75.0755692,39.8164864,"4g","Hybrid","m","ad",NA,"Primary step state: Migratory (spring)","09:00","2019-02-25","MD","2019"
"92","MD-2019-08",2019-02-26 15:00:00,-75.0755234,39.8164864,"4g","Hybrid","m","ad",NA,"Primary step state: Migratory (spring)","15:00","2019-02-26","MD","2019"
"93","MD-2019-08",2019-02-27 09:00:00,-75.0731888,39.8149261,"4g","Hybrid","m","ad",NA,"Primary step state: Migratory (spring)","09:00","2019-02-27","MD","2019"
"94","MD-2019-08",2019-02-28 15:00:00,-75.0732956,39.8200722,"4g","Hybrid","m","ad",NA,"Primary step state: Migratory (spring)","15:00","2019-02-28","MD","2019"
"95","MD-2019-08",2019-03-01 09:00:00,-75.0732651,39.8149757,"4g","Hybrid","m","ad",NA,"Primary step state: Migratory (spring)","09:00","2019-03-01","MD","2019"
"96","MD-2019-08",2019-03-02 15:00:00,-75.0731888,39.8148994,"4g","Hybrid","m","ad",NA,"Primary step state: Migratory (spring)","15:00","2019-03-02","MD","2019"
"97","MD-2019-08",2019-03-03 09:00:00,-72.7469177,41.8086281,"4g","Hybrid","m","ad",NA,"Primary step state: State unknown (spring migratory or post-mig stationary)","09:00","2019-03-03","MD","2019"
"98","MD-2019-08",2019-03-04 15:00:00,-72.7624588,41.8100853,"4g","Hybrid","m","ad",NA,"Primary step state: State unknown (spring migratory or post-mig stationary)","15:00","2019-03-04","MD","2019"
"99","MD-2019-08",2019-03-05 09:00:00,-72.7639389,41.8094482,"4g","Hybrid","m","ad",NA,"Primary step state: State unknown (spring migratory or post-mig stationary)","09:00","2019-03-05","MD","2019"
"100","MD-2019-08",2019-03-06 15:00:00,-72.7598953,41.8104973,"4g","Hybrid","m","ad",NA,"Primary step state: State unknown (spring migratory or post-mig stationary)","15:00","2019-03-06","MD","2019"
"101","MD-2019-08",2019-03-07 09:00:00,-72.7598724,41.8105736,"4g","Hybrid","m","ad",NA,"Primary step state: State unknown (spring migratory or post-mig stationary)","09:00","2019-03-07","MD","2019"
"102","MD-2019-08",2019-03-08 15:00:00,-72.7770767,41.8138771,"4g","Hybrid","m","ad",NA,"Primary step state: State unknown (spring migratory or post-mig stationary)","15:00","2019-03-08","MD","2019"
"103","MD-2019-08",2019-03-09 08:00:00,-72.7789154,41.8071938,"4g","Hybrid","m","ad",NA,"Primary step state: State unknown (spring migratory or post-mig stationary)","08:00","2019-03-09","MD","2019"
"104","MD-2019-08",2019-03-10 14:00:00,-72.7778397,41.8070641,"4g","Hybrid","m","ad",NA,"Primary step state: State unknown (spring migratory or post-mig stationary)","15:00","2019-03-10","MD","2019"
"105","MD-2019-08",2019-03-11 08:00:00,-72.7370605,41.8104439,"4g","Hybrid","m","ad",NA,"Primary step state: State unknown (spring migratory or post-mig stationary)","09:00","2019-03-11","MD","2019"
"106","MD-2019-08",2019-03-12 14:00:00,-72.7369614,41.8104439,"4g","Hybrid","m","ad",NA,"Primary step state: State unknown (spring migratory or post-mig stationary)","15:00","2019-03-12","MD","2019"
"107","MD-2019-08",2019-03-13 08:00:00,-72.7190933,41.8172302,"4g","Hybrid","m","ad",NA,"Primary step state: State unknown (spring migratory or post-mig stationary)","09:00","2019-03-13","MD","2019"
"108","MD-2019-08",2019-03-14 14:00:00,-72.7206268,41.8121605,"4g","Hybrid","m","ad",NA,"Primary step state: State unknown (spring migratory or post-mig stationary)","15:00","2019-03-14","MD","2019"
"109","MD-2019-08",2019-03-15 08:00:00,-72.7180939,41.8126717,"4g","Hybrid","m","ad",NA,"Primary step state: State unknown (spring migratory or post-mig stationary)","09:00","2019-03-15","MD","2019"
"110","MD-2019-08",2019-03-17 14:00:00,-72.7206802,41.8121605,"4g","Hybrid","m","ad",NA,"Primary step state: State unknown (spring migratory or post-mig stationary)","15:00","2019-03-17","MD","2019"
"111","MD-2019-08",2019-03-19 08:00:00,-72.7205276,41.8128014,"4g","Hybrid","m","ad",NA,"Primary step state: State unknown (spring migratory or post-mig stationary)","09:00","2019-03-19","MD","2019"
"112","MD-2019-08",2019-03-21 14:00:00,-72.7207565,41.8121872,"4g","Hybrid","m","ad",NA,"Primary step state: State unknown (spring migratory or post-mig stationary)","15:00","2019-03-21","MD","2019"
"113","MD-2019-08",2019-03-23 08:00:00,-72.7203445,41.8120575,"4g","Hybrid","m","ad",NA,"Primary step state: State unknown (spring migratory or post-mig stationary)","09:00","2019-03-23","MD","2019"
"114","MD-2019-08",2019-03-25 14:00:00,-72.7207794,41.8123398,"4g","Hybrid","m","ad",NA,"Primary step state: State unknown (spring migratory or post-mig stationary)","15:00","2019-03-25","MD","2019"
"115","MD-2019-08",2019-03-27 08:00:00,-72.7205505,41.8124924,"4g","Hybrid","m","ad",NA,"Primary step state: State unknown (spring migratory or post-mig stationary)","09:00","2019-03-27","MD","2019"
"116","MD-2019-08",2019-03-29 14:00:00,-72.7204742,41.811161,"4g","Hybrid","m","ad",NA,"Primary step state: State unknown (spring migratory or post-mig stationary)","15:00","2019-03-29","MD","2019"
"117","MD-2019-08",2019-03-31 08:00:00,-72.7205734,41.8121605,"4g","Hybrid","m","ad",NA,"Primary step state: State unknown (spring migratory or post-mig stationary)","09:00","2019-03-31","MD","2019"
"118","MD-2019-08",2019-04-02 14:00:00,-72.7206039,41.8122635,"4g","Hybrid","m","ad",NA,"Primary step state: State unknown (spring migratory or post-mig stationary)","15:00","2019-04-02","MD","2019"
"119","MD-2019-08",2019-04-04 08:00:00,-72.7206497,41.8121872,"4g","Hybrid","m","ad",NA,"Primary step state: State unknown (spring migratory or post-mig stationary)","09:00","2019-04-04","MD","2019"
"120","MD-2019-08",2019-04-06 14:00:00,-72.7182693,41.8126984,"4g","Hybrid","m","ad",NA,"Primary step state: State unknown (spring migratory or post-mig stationary)","15:00","2019-04-06","MD","2019"
"121","MD-2019-08",2019-04-08 08:00:00,-72.7180939,41.812645,"4g","Hybrid","m","ad",NA,"Primary step state: State unknown (spring migratory or post-mig stationary)","09:00","2019-04-08","MD","2019"
"122","MD-2019-08",2019-04-10 14:00:00,-72.7181702,41.8125954,"4g","Hybrid","m","ad",NA,"Primary step state: State unknown (spring migratory or post-mig stationary)","15:00","2019-04-10","MD","2019"
"123","MD-2019-08",2019-04-12 08:00:00,-72.7181168,41.8126221,"4g","Hybrid","m","ad",NA,"Primary step state: State unknown (spring migratory or post-mig stationary)","09:00","2019-04-12","MD","2019"
"124","MD-2019-08",2019-04-14 14:00:00,-72.7182999,41.8127251,"4g","Hybrid","m","ad",NA,"Primary step state: State unknown (spring migratory or post-mig stationary)","15:00","2019-04-14","MD","2019"
"125","MD-2019-08",2019-04-16 08:00:00,-72.7182236,41.8126984,"4g","Hybrid","m","ad",NA,"Primary step state: State unknown (spring migratory or post-mig stationary)","09:00","2019-04-16","MD","2019"
"126","MD-2019-08",2019-04-18 14:00:00,-72.7182465,41.8126984,"4g","Hybrid","m","ad",NA,"Primary step state: State unknown (spring migratory or post-mig stationary)","15:00","2019-04-18","MD","2019"
"127","ME-2018-07",2019-01-04 22:00:00,-77.5880814,34.9419403,"4g","Frequent","m","juv",NA,"Primary step state: Stationary","22:00","2019-01-04","ME","2018"
"128","ME-2018-07",2019-01-05 09:00:00,-77.6011658,34.9353867,"4g","Frequent","m","juv",NA,"Primary step state: Stationary","09:00","2019-01-05","ME","2018"
"129","ME-2018-07",2019-01-06 15:00:00,-77.601059,34.9365883,"4g","Frequent","m","juv",NA,"Primary step state: Stationary","15:00","2019-01-06","ME","2018"
"130","ME-2018-07",2019-01-07 22:00:00,-77.5995255,34.9392242,"4g","Frequent","m","juv",NA,"Primary step state: Stationary","22:00","2019-01-07","ME","2018"
"131","ME-2018-07",2019-01-08 09:00:00,-77.600502,34.9372559,"4g","Frequent","m","juv",NA,"Primary step state: Stationary","09:00","2019-01-08","ME","2018"
"132","ME-2018-07",2019-01-09 15:00:00,-77.6007309,34.9369736,"4g","Frequent","m","juv",NA,"Primary step state: Stationary","15:00","2019-01-09","ME","2018"
"133","ME-2018-07",2019-01-10 22:00:00,-77.6009598,34.9366646,"4g","Frequent","m","juv",NA,"Primary step state: Stationary","22:00","2019-01-10","ME","2018"
"134","ME-2018-07",2019-01-11 09:00:00,-77.6029587,34.9356689,"4g","Frequent","m","juv",NA,"Primary step state: Stationary","09:00","2019-01-11","ME","2018"
"135","ME-2018-07",2019-01-12 15:00:00,-77.6029282,34.9357452,"4g","Frequent","m","juv",NA,"Primary step state: Stationary","15:00","2019-01-12","ME","2018"
"136","ME-2018-07",2019-01-13 22:00:00,-77.5971451,34.9390984,"4g","Frequent","m","juv",NA,"Primary step state: Stationary","22:00","2019-01-13","ME","2018"
"137","ME-2018-07",2019-01-15 15:00:00,-77.6016006,34.9356689,"4g","Frequent","m","juv",NA,"Primary step state: Stationary","15:00","2019-01-15","ME","2018"
"138","ME-2018-07",2019-01-16 22:00:00,-77.6010895,34.9368439,"4g","Frequent","m","juv",NA,"Primary step state: Stationary","22:00","2019-01-16","ME","2018"
"139","ME-2018-07",2019-01-19 22:00:00,-77.5971985,34.9387398,"4g","Frequent","m","juv",NA,"Primary step state: Stationary","22:00","2019-01-19","ME","2018"
"140","ME-2018-07",2019-01-27 15:00:00,-77.6022415,34.9350014,"4g","Frequent","m","juv",NA,"Primary step state: Stationary","15:00","2019-01-27","ME","2018"
"141","ME-2018-07",2019-01-28 22:00:00,-77.6012421,34.9371758,"4g","Frequent","m","juv",NA,"Primary step state: Stationary","22:00","2019-01-28","ME","2018"
"142","ME-2018-07",2019-01-29 09:00:00,-77.6019363,34.9345169,"4g","Frequent","m","juv",NA,"Primary step state: Stationary","09:00","2019-01-29","ME","2018"
"143","ME-2018-08",2019-01-04 22:00:00,-76.7555237,37.0949249,"4g","Frequent","m","ad",NA,"Primary step state: Stationary","22:00","2019-01-04","ME","2018"
"144","ME-2018-08",2019-01-05 09:00:00,-76.7535782,37.093338,"4g","Frequent","m","ad",NA,"Primary step state: Stationary","09:00","2019-01-05","ME","2018"
"145","ME-2018-08",2019-01-06 15:00:00,-76.7536011,37.0934906,"4g","Frequent","m","ad",NA,"Primary step state: Stationary","15:00","2019-01-06","ME","2018"
"146","ME-2018-08",2019-01-07 22:00:00,-76.755722,37.0950546,"4g","Frequent","m","ad",NA,"Primary step state: Stationary","22:00","2019-01-07","ME","2018"
"147","ME-2018-08",2019-01-08 09:00:00,-76.7536545,37.0933876,"4g","Frequent","m","ad",NA,"Primary step state: Stationary","09:00","2019-01-08","ME","2018"
"148","ME-2018-08",2019-01-09 15:00:00,-76.7535248,37.0934143,"4g","Frequent","m","ad",NA,"Primary step state: Stationary","15:00","2019-01-09","ME","2018"
"149","ME-2018-08",2019-01-10 22:00:00,-76.7554169,37.0952835,"4g","Frequent","m","ad",NA,"Primary step state: Stationary","22:00","2019-01-10","ME","2018"
"150","ME-2018-08",2019-01-11 09:00:00,-76.7539597,37.0927505,"4g","Frequent","m","ad",NA,"Primary step state: Stationary","09:00","2019-01-11","ME","2018"
"151","ME-2018-08",2019-01-12 15:00:00,-76.7487869,37.1117706,"4g","Frequent","m","ad",NA,"Primary step state: Stationary","15:00","2019-01-12","ME","2018"
"152","ME-2018-08",2019-01-13 22:00:00,-76.7556763,37.0952301,"4g","Frequent","m","ad",NA,"Primary step state: Stationary","22:00","2019-01-13","ME","2018"
"153","ME-2018-08",2019-01-14 09:00:00,-76.7539291,37.0929031,"4g","Frequent","m","ad",NA,"Primary step state: Stationary","09:00","2019-01-14","ME","2018"
"154","ME-2018-08",2019-01-15 15:00:00,-76.7538834,37.0931587,"4g","Frequent","m","ad",NA,"Primary step state: Stationary","15:00","2019-01-15","ME","2018"
"155","ME-2018-08",2019-01-16 22:00:00,-76.7521667,37.1279221,"4g","Frequent","m","ad",NA,"Primary step state: Stationary","22:00","2019-01-16","ME","2018"
"156","ME-2018-08",2019-01-17 09:00:00,-76.75383,37.0928001,"4g","Frequent","m","ad",NA,"Primary step state: Stationary","09:00","2019-01-17","ME","2018"
"157","ME-2018-08",2019-01-18 15:00:00,-76.7539825,37.0928764,"4g","Frequent","m","ad",NA,"Primary step state: Stationary","15:00","2019-01-18","ME","2018"
"158","ME-2018-08",2019-01-19 22:00:00,-76.7519608,37.1264648,"4g","Frequent","m","ad",NA,"Primary step state: Stationary","22:00","2019-01-19","ME","2018"
